file,peak_linear_acc_mps2,peak_rotational_acc_rads2
Rugby1535.xlsx,37.9859,3472.4086
Rugby1536.xlsx,18.4084,1974.8760
Rugby1537.xlsx,13.1327,1383.9951
Rugby1538.xlsx,8.9061,1473.7536
Rugby1539.xlsx,13.2345,1587.8593
Rugby154.xlsx,23.5106,2683.6719
Rugby1540.xlsx,13.9163,1915.2601
Rugby1541.xlsx,11.0205,1259.5424
Rugby1542.xlsx,29.3847,3487.4010
Rugby1543.xlsx,11.9240,1245.1368
Rugby1544.xlsx,31.4138,3329.8113
Rugby1545.xlsx,25.5375,3040.8837
Rugby1546.xlsx,31.0100,2979.5479
Rugby1547.xlsx,16.4182,1749.9856
Rugby1548.xlsx,23.1000,1392.4541
Rugby1549.xlsx,12.6227,1309.7696
Rugby155.xlsx,14.2933,984.8251
Rugby1550.xlsx,18.1711,2355.7993
Rugby1551.xlsx,50.5207,3466.1447
Rugby1552.xlsx,17.4590,1402.2827
Rugby1553.xlsx,42.9194,4865.0043
Rugby1554.xlsx,13.5104,849.4634
Rugby1555.xlsx,22.2705,2288.2418
Rugby1556.xlsx,28.5789,3443.6503
Rugby1557.xlsx,13.5077,1416.1889
Rugby1558.xlsx,7.5254,959.0831
Rugby1559.xlsx,29.8421,1928.8177
Rugby156.xlsx,12.1471,1437.7841
Rugby1560.xlsx,13.1766,1452.4185
Rugby1561.xlsx,23.5717,2563.1740
Rugby1562.xlsx,13.0939,1855.3815
Rugby1563.xlsx,31.0590,4331.6270
Rugby1564.xlsx,16.4270,1412.1255
Rugby1565.xlsx,16.4588,941.4968
Rugby1566.xlsx,11.8849,1800.7352
Rugby1567.xlsx,28.0692,2755.0109
Rugby1568.xlsx,26.0593,2946.6738
Rugby1569.xlsx,6.9378,541.6077
Rugby157.xlsx,12.1432,1439.0016
Rugby1570.xlsx,30.0776,2076.3119
Rugby1571.xlsx,58.9198,7758.1991
Rugby1572.xlsx,46.2889,2381.9006
Rugby1573.xlsx,38.0601,2125.4093
Rugby1574.xlsx,13.2996,1525.5635
Rugby1575.xlsx,26.7102,2749.0464
Rugby1576.xlsx,42.2658,4713.8783
Rugby1577.xlsx,26.1441,3038.5379
Rugby1578.xlsx,16.1713,1068.2406
Rugby1579.xlsx,19.0323,2436.8446
Rugby158.xlsx,12.0683,1438.6953
Rugby1580.xlsx,16.1137,1353.3118
Rugby1581.xlsx,9.2245,830.5982
Rugby1582.xlsx,11.9836,879.9002
Rugby1583.xlsx,11.4806,964.4499
Rugby1584.xlsx,15.4282,2859.5553
Rugby1585.xlsx,38.0325,2337.7396
Rugby1586.xlsx,45.8893,5734.6523
Rugby1587.xlsx,28.4627,3099.0454
Rugby1588.xlsx,25.9525,2183.0694
Rugby1589.xlsx,11.4711,2954.0381
Rugby159.xlsx,13.0325,1164.9706
Rugby1590.xlsx,12.5676,1412.6056
Rugby1591.xlsx,33.0784,5670.1283
Rugby1592.xlsx,18.2768,2195.3378
Rugby1593.xlsx,13.1434,1094.6894
Rugby1594.xlsx,16.7244,1529.4280
Rugby1595.xlsx,21.2052,2590.2456
Rugby1596.xlsx,60.1517,6068.8979
Rugby1597.xlsx,34.0458,3089.5085
Rugby1598.xlsx,17.2677,2429.5430
Rugby1599.xlsx,14.8426,2338.7334
Rugby16.xlsx,14.7116,699.8011
Rugby160.xlsx,10.5652,1176.2014
Rugby1600.xlsx,20.2792,1629.7524
Rugby1601.xlsx,23.7520,1527.9771
Rugby1602.xlsx,10.7473,1514.2903
Rugby1603.xlsx,25.1094,1675.1000
Rugby1604.xlsx,14.3254,1618.1115
Rugby1605.xlsx,24.4765,2579.2171
Rugby1606.xlsx,40.4612,2593.6447
Rugby1607.xlsx,11.7581,1826.8562
Rugby1608.xlsx,15.1846,930.8663
Rugby1609.xlsx,57.0011,5920.0417
Rugby161.xlsx,122.8311,5182.7973
Rugby1610.xlsx,20.5526,2128.4495
Rugby1611.xlsx,14.2779,1578.5829
Rugby1612.xlsx,14.4777,2058.5023
Rugby1613.xlsx,33.2676,3773.6760
Rugby1614.xlsx,12.2927,880.5716
Rugby1615.xlsx,37.9395,4154.1431
Rugby1616.xlsx,32.9646,1601.4928
Rugby1617.xlsx,13.0906,472.6596
Rugby1618.xlsx,19.8352,2482.9658
Rugby1619.xlsx,20.2745,3084.9006
Rugby162.xlsx,12.2520,2706.5120
Rugby1620.xlsx,18.9747,1042.3905
Rugby1621.xlsx,30.3537,2306.7482
Rugby1622.xlsx,32.2490,1634.4148
Rugby1623.xlsx,23.1576,2752.3629
Rugby1624.xlsx,19.9148,3113.7028
Rugby1625.xlsx,35.8754,3208.1116
Rugby1626.xlsx,10.4540,1317.1236
Rugby1627.xlsx,27.6074,3260.4445
Rugby1628.xlsx,19.3101,2326.5934
Rugby1629.xlsx,56.7199,3552.2375
Rugby163.xlsx,10.7488,1298.6536
Rugby1630.xlsx,11.4988,1291.0012
Rugby1631.xlsx,27.9115,2483.8720
Rugby1632.xlsx,13.7073,894.6360
Rugby1633.xlsx,16.5332,1030.8230
Rugby1634.xlsx,10.6599,1365.7820
Rugby1635.xlsx,19.2513,2128.2612
Rugby1636.xlsx,23.3754,1827.7790
Rugby1637.xlsx,37.8265,3052.1042
Rugby1638.xlsx,66.7214,3899.0578
Rugby1639.xlsx,15.0601,2037.5512
Rugby164.xlsx,10.8817,1301.6361
Rugby1640.xlsx,12.3262,730.2596
Rugby1641.xlsx,21.5836,2479.5140
Rugby1642.xlsx,49.7186,7543.5040
Rugby1643.xlsx,9.6509,604.4342
Rugby1644.xlsx,14.0323,1521.9625
Rugby1645.xlsx,15.6097,1237.8148
Rugby1646.xlsx,13.3970,1729.0063
Rugby1647.xlsx,18.9397,1334.1897
Rugby1648.xlsx,9.7063,1086.7082
Rugby1649.xlsx,10.2967,705.5353
Rugby165.xlsx,18.5929,1805.5761
Rugby1650.xlsx,16.7234,2031.9632
Rugby1651.xlsx,22.5902,2214.0285
Rugby1652.xlsx,13.8896,1749.3470
Rugby1653.xlsx,48.5127,5411.3221
Rugby1654.xlsx,30.2342,1753.4506
Rugby1655.xlsx,12.4950,710.9489
Rugby1656.xlsx,30.8226,3541.8293
Rugby1657.xlsx,14.7747,1944.5053
Rugby1658.xlsx,20.2433,2176.8120
Rugby1659.xlsx,36.4456,2439.0351
Rugby166.xlsx,12.6588,1048.3880
Rugby1660.xlsx,13.1279,1325.4406
Rugby1661.xlsx,8.9394,871.9993
Rugby1662.xlsx,26.8108,3820.2124
Rugby1663.xlsx,38.6756,1794.3726
Rugby1664.xlsx,13.6003,1839.7287
Rugby1665.xlsx,28.1695,3603.3505
Rugby1666.xlsx,15.2938,1446.9151
Rugby1667.xlsx,36.4712,4264.1135
Rugby1668.xlsx,16.1873,1045.4812
Rugby1669.xlsx,12.0035,1033.1873
Rugby167.xlsx,78.1807,8505.9422
Rugby1670.xlsx,15.1699,1950.2995
Rugby1671.xlsx,21.4202,2306.5174
Rugby1672.xlsx,10.4176,965.6836
Rugby1673.xlsx,18.2438,2339.5655
Rugby1674.xlsx,40.0753,4055.6902
Rugby1675.xlsx,19.3800,1761.7863
Rugby1676.xlsx,21.3969,1913.3736
Rugby1677.xlsx,21.9740,1691.5333
Rugby1678.xlsx,10.5375,1192.3443
Rugby1679.xlsx,14.8282,1690.2888
Rugby168.xlsx,4.6544,517.1290
Rugby1680.xlsx,16.5661,876.4229
Rugby1681.xlsx,25.0351,2664.5891
Rugby1682.xlsx,24.8890,2062.2741
Rugby1683.xlsx,30.5780,4186.0891
Rugby1684.xlsx,33.5706,2053.0918
Rugby1685.xlsx,33.0585,3305.2829
Rugby1686.xlsx,9.1542,576.0387
Rugby1687.xlsx,30.1702,3481.2925
Rugby1688.xlsx,11.6118,1127.5752
Rugby1689.xlsx,12.5226,1770.9151
Rugby169.xlsx,4.6591,518.7559
Rugby1690.xlsx,19.0850,1687.8001
Rugby1691.xlsx,35.5962,2989.5677
Rugby1692.xlsx,20.6027,2121.7500
Rugby1693.xlsx,9.5986,1294.3583
Rugby1694.xlsx,32.9839,3078.0882
Rugby1695.xlsx,13.8224,1802.9703
Rugby1696.xlsx,61.3017,4255.8070
Rugby1697.xlsx,25.0661,2932.9344
Rugby1698.xlsx,30.9428,3480.0222
Rugby1699.xlsx,34.1368,4617.8286
Rugby17.xlsx,14.1333,1577.2593
Rugby170.xlsx,10.3797,1469.6810
Rugby1700.xlsx,14.2511,2293.4898
Rugby1701.xlsx,17.3780,1246.8875
Rugby171.xlsx,11.9759,906.2841
Rugby172.xlsx,12.2556,1037.5859
Rugby173.xlsx,16.2556,1007.7895
Rugby174.xlsx,16.4235,1906.3511
Rugby175.xlsx,15.3872,767.7928
Rugby176.xlsx,16.1372,1324.6949
Rugby177.xlsx,16.1366,1324.9550
Rugby178.xlsx,18.2749,1859.4704
Rugby179.xlsx,19.1338,1544.5706
Rugby18.xlsx,26.2273,2215.0256
Rugby180.xlsx,22.8648,2633.7228
Rugby181.xlsx,23.3834,1073.7879
Rugby182.xlsx,15.7319,1799.9248
Rugby183.xlsx,13.0606,1422.4124
Rugby184.xlsx,12.7818,684.3201
Rugby185.xlsx,30.8372,3056.9250
Rugby186.xlsx,26.4731,2957.5391
Rugby187.xlsx,16.0867,1702.7911
Rugby188.xlsx,16.7906,1246.3206
Rugby189.xlsx,27.2223,1145.7607
Rugby19.xlsx,29.5449,771.5769
Rugby190.xlsx,10.4970,1039.2755
Rugby191.xlsx,11.7890,791.7156
Rugby192.xlsx,26.3622,2639.2153
Rugby193.xlsx,18.0176,629.8829
Rugby194.xlsx,16.0827,1135.7137
Rugby195.xlsx,9.8327,735.2643
Rugby196.xlsx,60.7052,6133.6228
Rugby197.xlsx,16.3601,2186.4706
Rugby198.xlsx,38.1193,3653.4590
Rugby199.xlsx,16.7297,1357.8180
Rugby2.xlsx,13.8993,1133.8492
Rugby20.xlsx,21.2025,1025.9032
Rugby200.xlsx,14.2199,1234.6342
Rugby201.xlsx,11.6360,973.2446
Rugby202.xlsx,25.9701,2794.1243
Rugby203.xlsx,9.4634,1206.2568
Rugby204.xlsx,19.6986,1865.2445
Rugby205.xlsx,10.4325,683.0372
Rugby206.xlsx,39.6646,748.2829
Rugby207.xlsx,7.7732,824.9264
Rugby208.xlsx,24.3743,862.3850
Rugby209.xlsx,18.8238,1081.4058
Rugby21.xlsx,18.0309,836.0400
Rugby210.xlsx,13.9005,1219.3364
Rugby211.xlsx,31.4332,1663.4069
Rugby212.xlsx,13.2329,1126.0797
Rugby213.xlsx,79.4689,6083.1642
Rugby214.xlsx,9.8601,619.2811
Rugby215.xlsx,15.9693,1887.5625
Rugby216.xlsx,15.3448,754.2911
Rugby217.xlsx,10.8655,1204.7455
Rugby218.xlsx,24.4803,987.0614
Rugby219.xlsx,25.8838,1034.8841
Rugby22.xlsx,26.0307,1163.0172
Rugby220.xlsx,35.2288,1619.7538
Rugby221.xlsx,9.4671,1066.2390
Rugby222.xlsx,26.1664,1786.4612
Rugby223.xlsx,14.1887,981.8880
Rugby224.xlsx,16.8179,1313.9742
Rugby225.xlsx,19.5556,1648.3338
Rugby226.xlsx,21.7431,897.7599
Rugby227.xlsx,12.7758,820.9316
Rugby228.xlsx,8.6922,503.1172
Rugby229.xlsx,21.4049,1564.6641
Rugby23.xlsx,14.0313,871.0601
Rugby230.xlsx,15.2496,1426.0472
Rugby231.xlsx,12.9207,749.7994
Rugby232.xlsx,57.3007,3722.7191
Rugby233.xlsx,12.5227,1109.6064
Rugby234.xlsx,8.0843,815.5891
Rugby235.xlsx,13.8680,1308.4933
Rugby236.xlsx,11.0163,490.6856
Rugby237.xlsx,15.9597,891.7093
Rugby238.xlsx,16.0535,575.6574
Rugby239.xlsx,20.8116,939.5072
Rugby24.xlsx,18.1466,612.3013
Rugby240.xlsx,56.4123,3980.2335
Rugby241.xlsx,25.7557,2725.5820
Rugby242.xlsx,8.5787,2298.6195
Rugby243.xlsx,15.3251,955.9807
Rugby244.xlsx,8.0886,346.6426
Rugby245.xlsx,15.6569,1989.9075
Rugby246.xlsx,7.2422,856.2484
Rugby247.xlsx,7.6596,232.3548
Rugby248.xlsx,16.5111,448.0921
Rugby249.xlsx,10.6017,482.4495
Rugby25.xlsx,29.8845,736.5085
Rugby250.xlsx,9.6420,860.1867
Rugby251.xlsx,9.5381,1072.3966
Rugby252.xlsx,117.5569,4964.3515
Rugby253.xlsx,12.5909,729.6291
Rugby254.xlsx,18.2949,1127.0950
Rugby255.xlsx,10.3920,884.2273
Rugby256.xlsx,20.0502,1328.0680
Rugby257.xlsx,23.8616,2568.8228
Rugby258.xlsx,21.7489,523.0981
Rugby259.xlsx,14.7759,1542.2100
Rugby26.xlsx,8.8040,747.3328
Rugby260.xlsx,32.5988,1526.2675
Rugby261.xlsx,13.3052,1547.5569
Rugby262.xlsx,25.4145,2212.4854
Rugby263.xlsx,11.9847,1160.0480
Rugby264.xlsx,14.0480,1423.0116
Rugby265.xlsx,65.3667,4044.3573
Rugby266.xlsx,13.5504,1603.8000
Rugby267.xlsx,20.0010,2169.4554
Rugby268.xlsx,13.5903,665.5461
Rugby269.xlsx,29.7580,3086.2461
Rugby27.xlsx,23.3492,1321.0691
Rugby270.xlsx,15.7366,1493.4562
Rugby271.xlsx,12.2381,825.3266
Rugby272.xlsx,11.1464,921.9359
Rugby273.xlsx,8.3655,1333.3247
Rugby274.xlsx,13.5070,896.5121
Rugby275.xlsx,11.1375,622.1426
Rugby276.xlsx,44.5739,1309.1546
Rugby277.xlsx,4.0843,765.3206
Rugby278.xlsx,11.2982,475.3175
Rugby279.xlsx,13.0304,1330.3990
Rugby28.xlsx,8.6724,430.8821
Rugby280.xlsx,6.6448,206.7305
Rugby281.xlsx,8.3427,1129.6844
Rugby282.xlsx,8.3044,808.0866
Rugby283.xlsx,11.1711,289.4949
Rugby284.xlsx,25.0600,718.9632
Rugby285.xlsx,13.0915,999.6189
Rugby286.xlsx,9.3681,1041.0874
Rugby287.xlsx,13.1664,797.2292
Rugby288.xlsx,13.0595,773.5894
Rugby289.xlsx,17.6737,1490.3013
Rugby29.xlsx,6.3185,604.3271
Rugby290.xlsx,12.4225,751.4395
Rugby291.xlsx,15.0364,998.2471
Rugby292.xlsx,18.1521,746.2260
Rugby293.xlsx,48.3138,3272.0482
Rugby294.xlsx,25.0419,2467.8423
Rugby295.xlsx,15.0731,1062.5555
Rugby296.xlsx,13.3955,572.4888
Rugby297.xlsx,27.8409,1170.2759
Rugby298.xlsx,23.9180,1004.6327
Rugby299.xlsx,24.2912,3380.3375
Rugby3.xlsx,13.7958,1733.6733
Rugby30.xlsx,44.0418,3624.2873
Rugby300.xlsx,15.4908,1650.9948
Rugby301.xlsx,17.5896,2055.4926
Rugby302.xlsx,11.0451,764.4713
Rugby303.xlsx,14.4407,1705.1121
Rugby304.xlsx,21.3337,2174.5124
Rugby305.xlsx,16.0044,1120.3977
Rugby306.xlsx,22.2115,2315.1795
Rugby307.xlsx,11.0678,1416.6219
Rugby308.xlsx,11.2028,901.4425
Rugby309.xlsx,8.4012,900.9482
Rugby31.xlsx,15.7297,1217.0605
Rugby310.xlsx,33.1252,1861.0132
Rugby311.xlsx,22.2526,1242.9047
Rugby312.xlsx,11.2039,1173.4797
Rugby313.xlsx,19.8531,2633.4974
Rugby314.xlsx,25.1680,3142.3816
Rugby315.xlsx,11.0136,1304.0769
Rugby316.xlsx,16.7380,1876.8295
Rugby317.xlsx,12.8893,1810.6869
Rugby318.xlsx,14.6708,473.3831
Rugby319.xlsx,6.4153,657.0060
Rugby32.xlsx,27.9095,2772.8451
Rugby320.xlsx,9.1800,1041.6044
Rugby321.xlsx,19.3649,1794.5564
Rugby322.xlsx,8.6507,527.9860
Rugby323.xlsx,15.7399,1899.6043
Rugby324.xlsx,21.9616,2766.8995
Rugby325.xlsx,10.2024,850.4349
Rugby326.xlsx,13.8302,1073.1023
Rugby327.xlsx,14.7213,1339.3026
Rugby328.xlsx,12.0819,1438.6865
Rugby329.xlsx,9.3158,833.1518
Rugby33.xlsx,17.2006,1157.4315
Rugby330.xlsx,112.1746,12131.7045
Rugby331.xlsx,31.4621,3618.1526
Rugby332.xlsx,19.3705,2219.8947
Rugby333.xlsx,14.8006,1710.0952
Rugby334.xlsx,20.4744,1437.9312
Rugby335.xlsx,19.2726,755.9725
Rugby336.xlsx,10.3812,849.4365
Rugby337.xlsx,21.9133,1544.9540
Rugby338.xlsx,8.9915,559.1720
Rugby339.xlsx,32.6774,1430.5936
Rugby34.xlsx,11.2563,1524.9529
Rugby340.xlsx,22.7991,2263.8881
Rugby341.xlsx,12.9492,1503.0099
Rugby342.xlsx,21.1801,859.5491
Rugby343.xlsx,26.8267,2728.0178
Rugby344.xlsx,23.5033,2297.0504
Rugby345.xlsx,17.0303,1234.9046
Rugby346.xlsx,10.9727,748.5970
Rugby347.xlsx,32.3717,4066.9024
Rugby348.xlsx,10.1114,532.5747
Rugby349.xlsx,13.2716,893.8470
Rugby35.xlsx,13.8401,721.5079
Rugby350.xlsx,25.3531,2177.2082
Rugby351.xlsx,14.4529,1388.5670
Rugby352.xlsx,21.7664,1192.2993
Rugby353.xlsx,19.1577,1445.3683
Rugby354.xlsx,21.0144,2219.1570
Rugby355.xlsx,21.2654,2135.2801
Rugby356.xlsx,14.5461,1723.9709
Rugby357.xlsx,12.0706,2118.3503
Rugby358.xlsx,21.1806,1855.3110
Rugby359.xlsx,18.1932,1911.1948
Rugby36.xlsx,4.2822,186.4714
Rugby360.xlsx,9.7974,1051.6419
Rugby361.xlsx,12.7276,1208.0172
Rugby362.xlsx,35.2176,1381.7408
Rugby363.xlsx,11.9139,727.2241
Rugby364.xlsx,14.5318,515.0351
Rugby365.xlsx,16.4385,2004.0987
Rugby366.xlsx,13.5707,741.5333
Rugby367.xlsx,17.1822,1250.7235
Rugby368.xlsx,30.9293,2362.4587
Rugby369.xlsx,10.8937,761.7217
Rugby37.xlsx,19.1403,2181.5801
Rugby370.xlsx,16.2991,818.9535
Rugby371.xlsx,32.2033,1292.2688
Rugby372.xlsx,19.8482,1341.1376
Rugby373.xlsx,14.3170,952.6332
Rugby374.xlsx,10.6916,1086.5535
Rugby375.xlsx,30.3516,2745.9688
Rugby376.xlsx,13.0336,515.2811
Rugby377.xlsx,11.0327,763.2094
Rugby378.xlsx,13.2442,1478.3322
Rugby379.xlsx,10.8341,403.1502
Rugby38.xlsx,11.2490,833.3188
Rugby380.xlsx,15.1637,1208.0057
Rugby381.xlsx,9.9920,1121.0481
Rugby382.xlsx,11.6056,631.8562
Rugby383.xlsx,18.4095,1755.8940
Rugby384.xlsx,21.8547,1803.8651
Rugby385.xlsx,18.0995,2078.7805
Rugby386.xlsx,15.7624,1854.6788
Rugby387.xlsx,29.1168,1634.1921
Rugby388.xlsx,23.1840,1561.5086
Rugby389.xlsx,44.4558,4315.3751
Rugby39.xlsx,17.7854,2003.8858
Rugby390.xlsx,16.1241,2551.2780
Rugby391.xlsx,11.7738,1188.1977
Rugby392.xlsx,14.9825,1683.1862
Rugby393.xlsx,5.7288,334.8794
Rugby394.xlsx,24.5113,2510.7195
Rugby395.xlsx,13.1765,1926.9183
Rugby396.xlsx,16.8781,1336.5414
Rugby397.xlsx,20.0462,1302.6686
Rugby398.xlsx,9.9249,1424.6084
Rugby399.xlsx,12.6054,2052.3461
Rugby4.xlsx,24.3599,3175.5164
Rugby40.xlsx,11.3784,853.2867
Rugby400.xlsx,10.8657,580.2351
Rugby401.xlsx,15.6616,1633.9830
Rugby402.xlsx,9.1766,869.1048
Rugby403.xlsx,13.6832,1460.2876
Rugby404.xlsx,19.0236,1674.2240
Rugby405.xlsx,57.1704,6268.6934
Rugby406.xlsx,62.5280,1084.2450
Rugby407.xlsx,19.6698,2115.9528
Rugby408.xlsx,6.1322,758.9786
Rugby409.xlsx,9.2966,1689.2100
Rugby41.xlsx,15.0998,1388.2597
Rugby410.xlsx,17.2327,955.1892
Rugby411.xlsx,11.3275,1778.3796
Rugby412.xlsx,8.9066,802.3474
Rugby413.xlsx,37.0690,2490.7404
Rugby414.xlsx,11.6049,874.6793
Rugby415.xlsx,36.0191,2173.3558
Rugby416.xlsx,13.2544,827.1091
Rugby417.xlsx,10.6584,1485.1704
Rugby418.xlsx,13.9157,958.9348
Rugby419.xlsx,18.5212,1573.8307
Rugby42.xlsx,41.9266,2272.6963
Rugby420.xlsx,6.4913,748.3199
Rugby421.xlsx,48.4754,2551.4564
Rugby422.xlsx,14.6655,1360.9347
Rugby423.xlsx,20.7244,1431.8098
Rugby424.xlsx,20.6767,698.4655
Rugby425.xlsx,4.2488,487.1458
Rugby426.xlsx,15.2191,854.5742
Rugby427.xlsx,16.3154,1437.7547
Rugby428.xlsx,20.7556,2230.7434
Rugby429.xlsx,20.5775,2736.1052
Rugby43.xlsx,23.3845,1904.6083
Rugby430.xlsx,25.2979,4790.5531
Rugby431.xlsx,38.1418,1677.9040
Rugby432.xlsx,23.8902,1718.9064
Rugby433.xlsx,9.8907,825.0824
Rugby434.xlsx,15.4696,1083.1329
Rugby435.xlsx,19.8833,1795.3711
Rugby436.xlsx,12.0051,581.4128
Rugby437.xlsx,38.9731,4156.2170
Rugby438.xlsx,14.2278,1075.6979
Rugby439.xlsx,9.8476,686.6522
Rugby44.xlsx,13.5166,1238.0450
Rugby440.xlsx,28.1317,684.1127
Rugby441.xlsx,35.1016,2059.9513
Rugby442.xlsx,18.8964,1093.8056
Rugby443.xlsx,31.2017,3494.8790
Rugby444.xlsx,16.7965,2030.0280
Rugby445.xlsx,13.6954,1617.5140
Rugby446.xlsx,17.4758,1288.5980
Rugby447.xlsx,15.5030,702.6578
Rugby448.xlsx,15.8531,1504.7417
Rugby449.xlsx,21.5562,2199.2013
Rugby45.xlsx,23.6092,2466.1381
Rugby450.xlsx,28.6908,2943.9146
Rugby451.xlsx,43.3901,3886.3995
Rugby452.xlsx,10.3219,713.5578
Rugby453.xlsx,26.6801,3129.3958
Rugby454.xlsx,12.5646,1241.5270
Rugby455.xlsx,52.5468,5557.9369
Rugby456.xlsx,45.6248,4011.7805
Rugby457.xlsx,13.6292,1580.0317
Rugby458.xlsx,19.6764,2201.8446
Rugby459.xlsx,24.3758,2938.0815
Rugby46.xlsx,17.0831,3403.9647
Rugby460.xlsx,16.2540,1445.9386
Rugby461.xlsx,84.9655,9828.8829
Rugby462.xlsx,15.7180,1793.1382
Rugby463.xlsx,45.5113,1499.3831
Rugby464.xlsx,26.9851,3244.1542
Rugby465.xlsx,20.6922,1471.2371
Rugby466.xlsx,16.5638,1716.1691
Rugby467.xlsx,10.9360,981.0228
Rugby468.xlsx,34.1968,3249.3859
Rugby469.xlsx,19.2919,754.6454
Rugby47.xlsx,24.9799,1889.3341
Rugby470.xlsx,12.3622,993.3373
Rugby471.xlsx,18.8689,1214.7701
Rugby472.xlsx,23.5121,2763.6446
Rugby473.xlsx,9.3742,567.9421
Rugby474.xlsx,38.8943,3159.7540
Rugby475.xlsx,69.3009,7751.4630
Rugby476.xlsx,32.7850,4568.4415
Rugby477.xlsx,9.8491,908.5630
Rugby478.xlsx,7.0460,213.3019
Rugby479.xlsx,28.7922,3215.2270
Rugby48.xlsx,20.3971,2364.0550
Rugby480.xlsx,12.4610,603.2156
Rugby481.xlsx,13.6125,1446.2243
Rugby482.xlsx,47.5732,5148.6654
Rugby483.xlsx,15.1794,1553.3771
Rugby484.xlsx,10.7828,983.0788
Rugby485.xlsx,20.3109,3109.7672
Rugby486.xlsx,17.9551,1965.5338
Rugby487.xlsx,13.8780,1522.6020
Rugby488.xlsx,8.2170,794.1347
Rugby489.xlsx,16.1097,1962.0749
Rugby49.xlsx,29.2194,1700.3647
Rugby490.xlsx,57.8776,6516.0973
Rugby491.xlsx,13.4968,1117.7107
Rugby492.xlsx,12.9818,918.4036
Rugby493.xlsx,7.9643,1305.0877
Rugby494.xlsx,9.6900,972.4598
Rugby495.xlsx,15.1045,1537.1038
Rugby496.xlsx,26.8448,2960.8478
Rugby497.xlsx,31.4780,3698.9627
Rugby498.xlsx,34.8540,2389.8095
Rugby499.xlsx,36.9428,5878.4383
Rugby5.xlsx,11.3346,1432.6884
Rugby50.xlsx,45.0286,2493.5498
Rugby500.xlsx,11.6429,1784.5342
Rugby501.xlsx,21.3681,2434.8031
Rugby502.xlsx,8.0244,1078.2325
Rugby503.xlsx,33.8974,3175.9431
Rugby504.xlsx,18.0841,1106.2899
Rugby505.xlsx,10.6994,2665.2973
Rugby506.xlsx,20.5920,2246.6940
Rugby507.xlsx,31.2097,1636.0131
Rugby508.xlsx,22.3033,3733.7154
Rugby509.xlsx,31.0694,1914.3585
Rugby51.xlsx,17.4186,789.4956
Rugby510.xlsx,14.9392,2171.0488
Rugby511.xlsx,13.6545,989.0874
Rugby512.xlsx,10.0092,912.8808
Rugby513.xlsx,7.8345,1230.7346
Rugby514.xlsx,26.3858,2842.0074
Rugby515.xlsx,31.0094,3456.7855
Rugby516.xlsx,17.1749,2260.4289
Rugby517.xlsx,25.7422,2344.4783
Rugby518.xlsx,8.2981,681.5887
Rugby519.xlsx,28.5920,2758.6576
Rugby52.xlsx,19.9569,1514.1953
Rugby520.xlsx,52.5410,5758.9452
Rugby521.xlsx,11.4695,1028.9527
Rugby522.xlsx,61.6030,4007.4956
Rugby523.xlsx,10.5786,2399.4695
Rugby524.xlsx,16.1962,1967.6423
Rugby525.xlsx,20.7273,2291.2490
Rugby526.xlsx,11.5893,894.9329
Rugby527.xlsx,25.2345,2691.8633
Rugby528.xlsx,18.4414,1824.5464
Rugby529.xlsx,23.1062,2215.7552
Rugby53.xlsx,12.8502,1167.0685
Rugby530.xlsx,24.4533,1945.8539
Rugby531.xlsx,12.7495,1466.5909
Rugby532.xlsx,10.9745,537.2423
Rugby533.xlsx,14.5495,1442.3075
Rugby534.xlsx,12.1785,919.9113
Rugby535.xlsx,11.1597,1178.4844
Rugby536.xlsx,10.7865,1419.2086
Rugby537.xlsx,19.0967,1192.9252
Rugby538.xlsx,16.6604,1295.5442
Rugby539.xlsx,100.9069,11083.6221
Rugby54.xlsx,66.7542,1965.6641
Rugby540.xlsx,12.3164,1120.0292
Rugby541.xlsx,21.0789,2251.6811
Rugby542.xlsx,36.5103,4242.2576
Rugby543.xlsx,12.3744,475.8579
Rugby544.xlsx,25.6175,1027.3775
Rugby545.xlsx,13.8993,1155.0288
Rugby546.xlsx,10.5040,586.4639
Rugby547.xlsx,11.5999,974.9231
Rugby548.xlsx,12.0521,615.8104
Rugby549.xlsx,50.8551,1868.8790
Rugby55.xlsx,9.9893,843.4239
Rugby550.xlsx,46.6739,5672.8207
Rugby551.xlsx,17.2975,932.2967
Rugby552.xlsx,90.2560,4333.6637
Rugby553.xlsx,14.5372,1374.5691
Rugby554.xlsx,13.1777,1498.3624
Rugby555.xlsx,22.7426,1958.2515
Rugby556.xlsx,63.5576,4360.6402
Rugby557.xlsx,20.4029,2243.2877
Rugby558.xlsx,16.8657,1279.3802
Rugby559.xlsx,14.4840,1887.6762
Rugby56.xlsx,17.8633,1564.5163
Rugby560.xlsx,22.0120,2170.2412
Rugby561.xlsx,20.7680,1980.1960
Rugby562.xlsx,12.6659,1261.3631
Rugby563.xlsx,26.0224,1617.1297
Rugby564.xlsx,45.1647,1258.8010
Rugby565.xlsx,19.9946,2007.9533
Rugby566.xlsx,19.5887,767.5445
Rugby567.xlsx,8.0863,347.7832
Rugby568.xlsx,36.6430,3941.3887
Rugby569.xlsx,19.0733,2502.1949
Rugby57.xlsx,57.0331,1201.9611
Rugby570.xlsx,23.5114,1880.5725
Rugby571.xlsx,8.9183,994.4923
Rugby572.xlsx,38.9383,1654.9300
Rugby573.xlsx,15.3869,880.5504
Rugby574.xlsx,25.1504,2929.4446
